Handle,Title,Body (HTML)
corrector-raquelx45g-8-visagismo,CORRECTOR RAQUELx4.5g 8 VISAGISMO,"<p><strong>Corrector Raquel 4.5 g 8 Visagismo</strong></p><p>Este corrector de Raquel de la línea 8 Visagismo en presentación de 4.5 g tapa ojeras, rojeces y marquitas justo donde hace falta, sin cargar el resto del rostro.</p><p><strong>Por qué te va a gustar</strong></p><ul><li>Alta cobertura en poco producto: corrige sin apelmazar.</li><li>Ilumina la zona de la ojera y levanta la mirada al instante.</li><li>Se difumina fácil y se funde con la base sin dejar bordes.</li><li>Sirve también para perfilar y limpiar el contorno de labios y cejas.</li></ul><p><strong>Modo de uso</strong></p><ol><li>Aplicá después de la base.</li><li>Para ojeras, dibujá un triángulo invertido bajo el ojo con la punta hacia la mejilla.</li><li>Difuminá con esponja húmeda dando pequeños toques, sin arrastrar.</li><li>Sellá con un poco de polvo suelto para que no se marque.</li></ol><p><strong>Ideal para:</strong> ojeras, imperfecciones puntuales y correcciones de tono.</p><p><strong>Tip Krika:</strong> Un corrector un tono más claro que tu base ilumina; del mismo tono, corrige. No es lo mismo.</p><p><strong>Información del fabricante</strong></p><p>Gracias a su contenido de ácido hialurónico y extracto de Quinua; aporta hidratación y nutrición a la piel, mejorando su flexibilidad y textura. Su cubrimiento es alto, el finalizado visiblemente natural y aterciopelado, gracias al efecto Soft Focus que disimula líneas finas.</p>"
corrector-raquelx45g-9-naranja,CORRECTOR RAQUELx4.5g 9 NARANJA,"<p><strong>Corrector Raquel 4.5 g 9 Naranja</strong></p><p>Este corrector de Raquel de la línea 9 Naranja en presentación de 4.5 g tapa ojeras, rojeces y marquitas justo donde hace falta, sin cargar el resto del rostro.</p><p><strong>Por qué te va a gustar</strong></p><ul><li>Alta cobertura en poco producto: corrige sin apelmazar.</li><li>Ilumina la zona de la ojera y levanta la mirada al instante.</li><li>Se difumina fácil y se funde con la base sin dejar bordes.</li><li>Sirve también para perfilar y limpiar el contorno de labios y cejas.</li></ul><p><strong>Modo de uso</strong></p><ol><li>Aplicá después de la base.</li><li>Para ojeras, dibujá un triángulo invertido bajo el ojo con la punta hacia la mejilla.</li><li>Difuminá con esponja húmeda dando pequeños toques, sin arrastrar.</li><li>Sellá con un poco de polvo suelto para que no se marque.</li></ol><p><strong>Ideal para:</strong> ojeras, imperfecciones puntuales y correcciones de tono.</p><p><strong>Tip Krika:</strong> Un corrector un tono más claro que tu base ilumina; del mismo tono, corrige. No es lo mismo.</p><p><strong>Información del fabricante</strong></p><p>Gracias a su contenido de ácido hialurónico y extracto de Quinua; aporta hidratación y nutrición a la piel, mejorando su flexibilidad y textura. Su cubrimiento es alto, el finalizado visiblemente natural y aterciopelado, gracias al efecto Soft Focus que disimula líneas finas.</p>"
lapiz-ojos-raquelx13g-montecarlo,LAPIZ OJOS RAQUELx1.3g MONTECARLO,"<p><strong>Lapiz Ojos Raquel 1.3 g Montecarlo</strong></p><p>Este lápiz de ojos de Raquel de la línea Montecarlo en presentación de 1.3 g define la mirada con un trazo fácil de controlar y de difuminar.</p><p><strong>Por qué te va a gustar</strong></p><ul><li>Textura que se desliza sin tirar del párpado.</li><li>Se puede difuminar apenas aplicado para un efecto ahumado.</li><li>Sirve para línea de agua, línea superior e inferior.</li><li>Más fácil de manejar que un delineador líquido si estás empezando.</li></ul><p><strong>Modo de uso</strong></p><ol><li>Afilá el lápiz antes de usar para un trazo limpio.</li><li>Trazá pegado a la raíz de las pestañas.</li><li>Difuminá con un pincel o el dedo dentro de los primeros segundos.</li><li>Sellá con una sombra del mismo tono para que dure más.</li></ol><p><strong>Ideal para:</strong> delineados suaves, ahumados y uso diario.</p><p><strong>Tip Krika:</strong> Guardá el lápiz unos minutos en la heladera antes de afilarlo: la punta sale perfecta.</p><p><strong>Información del fabricante</strong></p><p>Logra tus cejas perfectas a prueba de agua (water Proof), consigue cejas tupidas y muy naturales al instante. Su mina se compone de una parte ancha para rellenar y una punta afilada para definir. Además de su color, suavidad y fluidez, se mantiene hasta 6 horas.</p>"
lapiz-ojos-raquelx13g-light-brown,LAPIZ OJOS RAQUELx1.3g LIGHT BROWN,"<p><strong>Lapiz Ojos Raquel 1.3 g Light Brown</strong></p><p>Este lápiz de ojos de Raquel de la línea Light Brown en presentación de 1.3 g define la mirada con un trazo fácil de controlar y de difuminar.</p><p><strong>Por qué te va a gustar</strong></p><ul><li>Textura que se desliza sin tirar del párpado.</li><li>Se puede difuminar apenas aplicado para un efecto ahumado.</li><li>Sirve para línea de agua, línea superior e inferior.</li><li>Más fácil de manejar que un delineador líquido si estás empezando.</li></ul><p><strong>Modo de uso</strong></p><ol><li>Afilá el lápiz antes de usar para un trazo limpio.</li><li>Trazá pegado a la raíz de las pestañas.</li><li>Difuminá con un pincel o el dedo dentro de los primeros segundos.</li><li>Sellá con una sombra del mismo tono para que dure más.</li></ol><p><strong>Ideal para:</strong> delineados suaves, ahumados y uso diario.</p><p><strong>Tip Krika:</strong> Guardá el lápiz unos minutos en la heladera antes de afilarlo: la punta sale perfecta.</p><p><strong>Información del fabricante</strong></p><p>Logra tus cejas perfectas a prueba de agua (water Proof), consigue cejas tupidas y muy naturales al instante. Su mina se compone de una parte ancha para rellenar y una punta afilada para definir. Además de su color, suavidad y fluidez, se mantiene hasta 6 horas.</p>"
lapiz-ojos-raquelx13g-medium-brow,LAPIZ OJOS RAQUELx1.3g MEDIUM BROW,"<p><strong>Lapiz Ojos Raquel 1.3 g Medium Brow</strong></p><p>Este lápiz de ojos de Raquel de la línea Medium Brow en presentación de 1.3 g define la mirada con un trazo fácil de controlar y de difuminar.</p><p><strong>Por qué te va a gustar</strong></p><ul><li>Textura que se desliza sin tirar del párpado.</li><li>Se puede difuminar apenas aplicado para un efecto ahumado.</li><li>Sirve para línea de agua, línea superior e inferior.</li><li>Más fácil de manejar que un delineador líquido si estás empezando.</li></ul><p><strong>Modo de uso</strong></p><ol><li>Afilá el lápiz antes de usar para un trazo limpio.</li><li>Trazá pegado a la raíz de las pestañas.</li><li>Difuminá con un pincel o el dedo dentro de los primeros segundos.</li><li>Sellá con una sombra del mismo tono para que dure más.</li></ol><p><strong>Ideal para:</strong> delineados suaves, ahumados y uso diario.</p><p><strong>Tip Krika:</strong> Guardá el lápiz unos minutos en la heladera antes de afilarlo: la punta sale perfecta.</p><p><strong>Información del fabricante</strong></p><p>Logra tus cejas perfectas a prueba de agua (water Proof), consigue cejas tupidas y muy naturales al instante. Su mina se compone de una parte ancha para rellenar y una punta afilada para definir. Además de su color, suavidad y fluidez, se mantiene hasta 6 horas.</p>"
lapiz-ojos-raquelx13g-dark-brown,LAPIZ OJOS RAQUELx1.3g DARK BROWN,"<p><strong>Lapiz Ojos Raquel 1.3 g Dark Brown</strong></p><p>Este lápiz de ojos de Raquel de la línea Dark Brown en presentación de 1.3 g define la mirada con un trazo fácil de controlar y de difuminar.</p><p><strong>Por qué te va a gustar</strong></p><ul><li>Textura que se desliza sin tirar del párpado.</li><li>Se puede difuminar apenas aplicado para un efecto ahumado.</li><li>Sirve para línea de agua, línea superior e inferior.</li><li>Más fácil de manejar que un delineador líquido si estás empezando.</li></ul><p><strong>Modo de uso</strong></p><ol><li>Afilá el lápiz antes de usar para un trazo limpio.</li><li>Trazá pegado a la raíz de las pestañas.</li><li>Difuminá con un pincel o el dedo dentro de los primeros segundos.</li><li>Sellá con una sombra del mismo tono para que dure más.</li></ol><p><strong>Ideal para:</strong> delineados suaves, ahumados y uso diario.</p><p><strong>Tip Krika:</strong> Guardá el lápiz unos minutos en la heladera antes de afilarlo: la punta sale perfecta.</p><p><strong>Información del fabricante</strong></p><p>Logra tus cejas perfectas a prueba de agua (water Proof), consigue cejas tupidas y muy naturales al instante. Su mina se compone de una parte ancha para rellenar y una punta afilada para definir. Además de su color, suavidad y fluidez, se mantiene hasta 6 horas.</p>"
lapiz-ojos-raquelx13g-negro-inten,LAPIZ OJOS RAQUELx1.3g NEGRO INTENSO,"<p><strong>Lapiz Ojos Raquel 1.3 g Negro Intenso</strong></p><p>Este lápiz de ojos de Raquel de la línea Negro Intenso en presentación de 1.3 g define la mirada con un trazo fácil de controlar y de difuminar.</p><p><strong>Por qué te va a gustar</strong></p><ul><li>Textura que se desliza sin tirar del párpado.</li><li>Se puede difuminar apenas aplicado para un efecto ahumado.</li><li>Sirve para línea de agua, línea superior e inferior.</li><li>Más fácil de manejar que un delineador líquido si estás empezando.</li></ul><p><strong>Modo de uso</strong></p><ol><li>Afilá el lápiz antes de usar para un trazo limpio.</li><li>Trazá pegado a la raíz de las pestañas.</li><li>Difuminá con un pincel o el dedo dentro de los primeros segundos.</li><li>Sellá con una sombra del mismo tono para que dure más.</li></ol><p><strong>Ideal para:</strong> delineados suaves, ahumados y uso diario.</p><p><strong>Tip Krika:</strong> Guardá el lápiz unos minutos en la heladera antes de afilarlo: la punta sale perfecta.</p><p><strong>Información del fabricante</strong></p><p>Logra tus cejas perfectas a prueba de agua (water Proof), consigue cejas tupidas y muy naturales al instante. Su mina se compone de una parte ancha para rellenar y una punta afilada para definir. Además de su color, suavidad y fluidez, se mantiene hasta 6 horas.</p>"
delineador-raquelx4g-cejas-4-cocoa,DELINEADOR RAQUELx4g CEJAS 4 COCOA,"<p><strong>Delineador Raquel 4 g Cejas 4 Cocoa</strong></p><p>Este delineador de Raquel de la línea Cejas 4 Cocoa en presentación de 4 g define la mirada con el trazo justo, del más discreto al más gráfico.</p><p><strong>Por qué te va a gustar</strong></p><ul><li>Trazo preciso y de color intenso desde la primera pasada.</li><li>Buena duración: no se corre ni se transfiere al párpado móvil.</li><li>Permite desde una línea fina hasta un delineado gráfico.</li><li>Se retira fácil con desmaquillante bifásico.</li></ul><p><strong>Modo de uso</strong></p><ol><li>Apoyá el codo en una superficie firme para no temblar.</li><li>Trazá pequeños guiones pegados a la línea de las pestañas y después unilos.</li><li>Para el rabito, seguí la prolongación imaginaria de la línea inferior del ojo.</li><li>Corregí el borde con un hisopo y un poco de desmaquillante.</li></ol><p><strong>Ideal para:</strong> delineado diario, cat eye y maquillajes de noche.</p><p><strong>Tip Krika:</strong> Si te tiembla el pulso, delineá con el ojo abierto y mirando al frente en el espejo.</p><p><strong>Información del fabricante</strong></p><p>Es un delineador de cejas perfectas y poma de cejas o tinta semipermanente que rellena tus cejas de manera natural y efectiva por hasta 3 días, dejando el vello uniforme y sin huecos.</p><p>Además no se corre, ya que es a prueba de agua</p>"
delineador-raquelx4g-cejas-7-coffee,DELINEADOR RAQUELx4g CEJAS 7 COFFEE,"<p><strong>Delineador Raquel 4 g Cejas 7 Coffee</strong></p><p>Este delineador de Raquel de la línea Cejas 7 Coffee en presentación de 4 g define la mirada con el trazo justo, del más discreto al más gráfico.</p><p><strong>Por qué te va a gustar</strong></p><ul><li>Trazo preciso y de color intenso desde la primera pasada.</li><li>Buena duración: no se corre ni se transfiere al párpado móvil.</li><li>Permite desde una línea fina hasta un delineado gráfico.</li><li>Se retira fácil con desmaquillante bifásico.</li></ul><p><strong>Modo de uso</strong></p><ol><li>Apoyá el codo en una superficie firme para no temblar.</li><li>Trazá pequeños guiones pegados a la línea de las pestañas y después unilos.</li><li>Para el rabito, seguí la prolongación imaginaria de la línea inferior del ojo.</li><li>Corregí el borde con un hisopo y un poco de desmaquillante.</li></ol><p><strong>Ideal para:</strong> delineado diario, cat eye y maquillajes de noche.</p><p><strong>Tip Krika:</strong> Si te tiembla el pulso, delineá con el ojo abierto y mirando al frente en el espejo.</p><p><strong>Información del fabricante</strong></p><p>Es un delineador de cejas perfectas y poma de cejas o tinta semipermanente que rellena tus cejas de manera natural y efectiva por hasta 3 días, dejando el vello uniforme y sin huecos.</p><p>Además no se corre, ya que es a prueba de agua</p>"
delineador-raquelx4g-cejas-8-negro,DELINEADOR RAQUELx4g CEJAS 8 NEGRO,"<p><strong>Delineador Raquel 4 g Cejas 8 Negro</strong></p><p>Este delineador de Raquel de la línea Cejas 8 Negro en presentación de 4 g define la mirada con el trazo justo, del más discreto al más gráfico.</p><p><strong>Por qué te va a gustar</strong></p><ul><li>Trazo preciso y de color intenso desde la primera pasada.</li><li>Buena duración: no se corre ni se transfiere al párpado móvil.</li><li>Permite desde una línea fina hasta un delineado gráfico.</li><li>Se retira fácil con desmaquillante bifásico.</li></ul><p><strong>Modo de uso</strong></p><ol><li>Apoyá el codo en una superficie firme para no temblar.</li><li>Trazá pequeños guiones pegados a la línea de las pestañas y después unilos.</li><li>Para el rabito, seguí la prolongación imaginaria de la línea inferior del ojo.</li><li>Corregí el borde con un hisopo y un poco de desmaquillante.</li></ol><p><strong>Ideal para:</strong> delineado diario, cat eye y maquillajes de noche.</p><p><strong>Tip Krika:</strong> Si te tiembla el pulso, delineá con el ojo abierto y mirando al frente en el espejo.</p><p><strong>Información del fabricante</strong></p><p>Es un delineador de cejas perfectas y poma de cejas o tinta semipermanente que rellena tus cejas de manera natural y efectiva por hasta 3 días, dejando el vello uniforme y sin huecos.</p><p>Además no se corre, ya que es a prueba de agua</p>"
