Handle,Title,Body (HTML)
polvo-smartx14g-12,POLVO SMARTx14g 12,"<p><strong>Polvo Smart 14 g 12</strong></p><p>Este polvo de Smart en presentación de 14 g sella el maquillaje, controla los brillos y deja la piel con acabado uniforme.</p><p><strong>Tono:</strong> 12</p><p><strong>Por qué te va a gustar</strong></p><ul><li>Fija la base y hace que el maquillaje aguante muchas más horas.</li><li>Controla el brillo de la zona T sin resecar el resto del rostro.</li><li>Se puede retocar durante el día sin que el maquillaje se acumule.</li><li>Textura fina que no marca poros ni líneas.</li></ul><p><strong>Modo de uso</strong></p><ol><li>Aplicá después de la base y el corrector.</li><li>Cargá la brocha, sacudí el exceso y presioná suavemente sobre la piel.</li><li>Insistí en la zona T, que es donde primero aparece el brillo.</li><li>Para retocar durante el día, usá papel matificante antes de sumar más polvo.</li></ol><p><strong>Ideal para:</strong> pieles mixtas y grasas, y cualquier maquillaje que tenga que durar.</p><p><strong>Tip Krika:</strong> Presioná el polvo en lugar de barrerlo: así no arrastrás la base que pusiste debajo.</p><p><strong>Información del fabricante</strong></p><p>Polvo compacto de alta cobertura, ayuda a controlar el brillo, empareja el tono de la piel camuflando las imperfecciones del rostro, brindándole un acabado uniforme y natural.</p>"
base-smartx20g-5,BASE SMARTx20g 5,"<p><strong>Base Smart 20 g 5</strong></p><p>Esta base de maquillaje de Smart en presentación de 20 g unifica el tono de la piel y deja una superficie pareja sobre la que construir todo el maquillaje.</p><p><strong>Tono:</strong> 5</p><p><strong>Por qué te va a gustar</strong></p><ul><li>Cobertura graduable: una capa fina para el día, dos para la noche.</li><li>Se funde con la piel en lugar de quedar como una máscara.</li><li>No se cuartea ni marca las líneas de expresión si la piel está bien hidratada.</li><li>Base sólida para que el rubor, el contorno y el iluminador se difuminen bien.</li></ul><p><strong>Modo de uso</strong></p><ol><li>Empezá con la piel limpia e hidratada; esperá un par de minutos a que la crema absorba.</li><li>Aplicá primer si querés más duración y mejor acabado.</li><li>Poné pequeñas cantidades en frente, mejillas, nariz y mentón.</li><li>Difuminá con esponja húmeda o brocha, siempre desde el centro hacia afuera.</li></ol><p><strong>Ideal para:</strong> maquillaje diario y de ocasión, en todo tipo de piel.</p><p><strong>Tip Krika:</strong> Probá el tono en la mandíbula, no en la mano: es la única forma de que no se note el corte con el cuello.</p><p><strong>Información del fabricante</strong></p><p>Su fórmula libre aceites, contiene emolientes que dejan una suave y delicada capa sobre la piel sin sensación grasa, al tiempo que los pigmentos minerales aportan un cubrimiento homogéneo para un aspecto fresco y natural.</p>"
polvo-smartx30g-3b-3-traslucido,POLVO SMARTx30g 3B 3 TRASLUCIDO,"<p><strong>Polvo Smart 30 g 3B 3 Traslucido</strong></p><p>Este polvo de Smart de la línea 3B 3 Traslucido en presentación de 30 g sella el maquillaje, controla los brillos y deja la piel con acabado uniforme.</p><p><strong>Por qué te va a gustar</strong></p><ul><li>Fija la base y hace que el maquillaje aguante muchas más horas.</li><li>Controla el brillo de la zona T sin resecar el resto del rostro.</li><li>Se puede retocar durante el día sin que el maquillaje se acumule.</li><li>Textura fina que no marca poros ni líneas.</li></ul><p><strong>Modo de uso</strong></p><ol><li>Aplicá después de la base y el corrector.</li><li>Cargá la brocha, sacudí el exceso y presioná suavemente sobre la piel.</li><li>Insistí en la zona T, que es donde primero aparece el brillo.</li><li>Para retocar durante el día, usá papel matificante antes de sumar más polvo.</li></ol><p><strong>Ideal para:</strong> pieles mixtas y grasas, y cualquier maquillaje que tenga que durar.</p><p><strong>Tip Krika:</strong> Presioná el polvo en lugar de barrerlo: así no arrastrás la base que pusiste debajo.</p><p><strong>Información del fabricante</strong></p><p>Su fórmula contiene micropartículas extrafinas, que se deslizan suavemente por la piel sellando la aplicación del maquillaje liquido y/o cremoso, otorgando un acabado suave y mate.</p>"
labial-smartx2g-3b-pimienta,LABIAL SMARTx2g 3B PIMIENTA,"<p><strong>Labial Smart 2 g 3B Pimienta</strong></p><p>Este labial cremoso de Smart de la línea 3B Pimienta en presentación de 2 g aporta color intenso y sensación cómoda, sin ese tirantez del mate puro.</p><p><strong>Por qué te va a gustar</strong></p><ul><li>Textura cremosa que se desliza y no marca las líneas del labio.</li><li>Color cubriente en una sola pasada.</li><li>Sensación humectante durante el uso, no solo al aplicarlo.</li><li>Acabado luminoso que rejuvenece el rostro.</li></ul><p><strong>Modo de uso</strong></p><ol><li>Exfoliá los labios suavemente si están resecos.</li><li>Aplicá bálsamo y esperá un minuto.</li><li>Perfilá el contorno con lápiz si querés más definición y duración.</li><li>Aplicá el labial desde el centro hacia las comisuras.</li></ol><p><strong>Ideal para:</strong> uso diario y para quien no soporta la sensación de los mate.</p><p><strong>Tip Krika:</strong> Si el labial se corre, perfilá primero con lápiz del mismo tono: hace de barrera.</p><p><strong>Información del fabricante</strong></p><p>Es un labial en barra  que posee una textura cremosa gracias a una exclusiva combinación de emolientes y a su vez proporciona un efecto tratante gracias a su contenido de ceramidas y vitaminas E y C.</p>"
lapiz-cejas-smartx13g-cafe,LAPIZ CEJAS SMARTx1.3g CAFE,"<p><strong>Lapiz Cejas Smart 1.3 g Cafe</strong></p><p>Este lápiz de cejas de Smart de la línea Cafe en presentación de 1.3 g rellena los huecos y define la forma sin que se note que hay producto.</p><p><strong>Por qué te va a gustar</strong></p><ul><li>Trazo fino que imita el pelo real en lugar de pintar un bloque.</li><li>Color que se funde con el vello natural.</li><li>Buena fijación: la ceja se mantiene todo el día.</li><li>Muchos incluyen cepillo para peinar y difuminar.</li><li>Con cafeína, un activo habitual en rutinas reafirmantes.</li></ul><p><strong>Modo de uso</strong></p><ol><li>Peiná la ceja hacia arriba con el cepillo.</li><li>Marcá la forma con trazos cortos siguiendo la dirección del pelo.</li><li>Rellená los huecos empezando por la parte media, no por el nacimiento.</li><li>Difuminá con el cepillo para suavizar el resultado.</li></ol><p><strong>Ideal para:</strong> cejas con poco vello o poco definidas.</p><p><strong>Tip Krika:</strong> Elegí un tono igual o un poco más claro que tu cabello: el más oscuro casi siempre endurece la cara.</p><p><strong>Información del fabricante</strong></p><p>Lápiz delineador con el que es posible conseguir cejas perfectas y naturales. Con vitamina E, cera de abejas y aceite de ricino,  efecto antioxidante que ayuda a prevenir el envejecimiento.</p>"
corrector-smartx45g-3b-4,CORRECTOR SMARTx4.5g 3B 4,"<p><strong>Corrector Smart 4.5 g 3B 4</strong></p><p>Este corrector de Smart de la línea 3B 4 en presentación de 4.5 g tapa ojeras, rojeces y marquitas justo donde hace falta, sin cargar el resto del rostro.</p><p><strong>Por qué te va a gustar</strong></p><ul><li>Alta cobertura en poco producto: corrige sin apelmazar.</li><li>Ilumina la zona de la ojera y levanta la mirada al instante.</li><li>Se difumina fácil y se funde con la base sin dejar bordes.</li><li>Sirve también para perfilar y limpiar el contorno de labios y cejas.</li></ul><p><strong>Modo de uso</strong></p><ol><li>Aplicá después de la base.</li><li>Para ojeras, dibujá un triángulo invertido bajo el ojo con la punta hacia la mejilla.</li><li>Difuminá con esponja húmeda dando pequeños toques, sin arrastrar.</li><li>Sellá con un poco de polvo suelto para que no se marque.</li></ol><p><strong>Ideal para:</strong> ojeras, imperfecciones puntuales y correcciones de tono.</p><p><strong>Tip Krika:</strong> Un corrector un tono más claro que tu base ilumina; del mismo tono, corrige. No es lo mismo.</p><p><strong>Información del fabricante</strong></p><p>Su fórmula crea una acción antioxidante, acondiciona la piel, tiene efecto anti-envejecimiento, humectante y emoliente.</p><p>Cubre rojeces, ojeras, manchas e imperfecciones.</p>"
polvo-smartx30g-arroz-3-traslucido,POLVO SMARTx30g ARROZ 3 TRASLUCIDO,"<p><strong>Polvo Smart 30 g Arroz 3 Traslucido</strong></p><p>Este polvo de Smart de la línea Arroz 3 Traslucido en presentación de 30 g sella el maquillaje, controla los brillos y deja la piel con acabado uniforme.</p><p><strong>Por qué te va a gustar</strong></p><ul><li>Fija la base y hace que el maquillaje aguante muchas más horas.</li><li>Controla el brillo de la zona T sin resecar el resto del rostro.</li><li>Se puede retocar durante el día sin que el maquillaje se acumule.</li><li>Textura fina que no marca poros ni líneas.</li></ul><p><strong>Modo de uso</strong></p><ol><li>Aplicá después de la base y el corrector.</li><li>Cargá la brocha, sacudí el exceso y presioná suavemente sobre la piel.</li><li>Insistí en la zona T, que es donde primero aparece el brillo.</li><li>Para retocar durante el día, usá papel matificante antes de sumar más polvo.</li></ol><p><strong>Ideal para:</strong> pieles mixtas y grasas, y cualquier maquillaje que tenga que durar.</p><p><strong>Tip Krika:</strong> Presioná el polvo en lugar de barrerlo: así no arrastrás la base que pusiste debajo.</p><p><strong>Información del fabricante</strong></p><p>Polvo traslúcido ideal para sellar la aplicación del maquillaje liquido y/o cremoso, gracias al polvo de arroz ayuda a controlar el brillo,  previene el envejecimiento prematuro de la piel. Otorga un acabado suave con acción matificante.</p>"
polvo-smartx30g-arroz-1-traslucido,POLVO SMARTx30g ARROZ 1 TRASLUCIDO,"<p><strong>Polvo Smart 30 g Arroz 1 Traslucido</strong></p><p>Este polvo de Smart de la línea Arroz 1 Traslucido en presentación de 30 g sella el maquillaje, controla los brillos y deja la piel con acabado uniforme.</p><p><strong>Por qué te va a gustar</strong></p><ul><li>Fija la base y hace que el maquillaje aguante muchas más horas.</li><li>Controla el brillo de la zona T sin resecar el resto del rostro.</li><li>Se puede retocar durante el día sin que el maquillaje se acumule.</li><li>Textura fina que no marca poros ni líneas.</li></ul><p><strong>Modo de uso</strong></p><ol><li>Aplicá después de la base y el corrector.</li><li>Cargá la brocha, sacudí el exceso y presioná suavemente sobre la piel.</li><li>Insistí en la zona T, que es donde primero aparece el brillo.</li><li>Para retocar durante el día, usá papel matificante antes de sumar más polvo.</li></ol><p><strong>Ideal para:</strong> pieles mixtas y grasas, y cualquier maquillaje que tenga que durar.</p><p><strong>Tip Krika:</strong> Presioná el polvo en lugar de barrerlo: así no arrastrás la base que pusiste debajo.</p><p><strong>Información del fabricante</strong></p><p>Polvo traslúcido ideal para sellar la aplicación del maquillaje liquido y/o cremoso, gracias al polvo de arroz ayuda a controlar el brillo,  previene el envejecimiento prematuro de la piel. Otorga un acabado suave con acción matificante.</p>"
polvo-smartx30g-arroz-2-traslucido,POLVO SMARTx30g ARROZ 2 TRASLUCIDO,"<p><strong>Polvo Smart 30 g Arroz 2 Traslucido</strong></p><p>Este polvo de Smart de la línea Arroz 2 Traslucido en presentación de 30 g sella el maquillaje, controla los brillos y deja la piel con acabado uniforme.</p><p><strong>Por qué te va a gustar</strong></p><ul><li>Fija la base y hace que el maquillaje aguante muchas más horas.</li><li>Controla el brillo de la zona T sin resecar el resto del rostro.</li><li>Se puede retocar durante el día sin que el maquillaje se acumule.</li><li>Textura fina que no marca poros ni líneas.</li></ul><p><strong>Modo de uso</strong></p><ol><li>Aplicá después de la base y el corrector.</li><li>Cargá la brocha, sacudí el exceso y presioná suavemente sobre la piel.</li><li>Insistí en la zona T, que es donde primero aparece el brillo.</li><li>Para retocar durante el día, usá papel matificante antes de sumar más polvo.</li></ol><p><strong>Ideal para:</strong> pieles mixtas y grasas, y cualquier maquillaje que tenga que durar.</p><p><strong>Tip Krika:</strong> Presioná el polvo en lugar de barrerlo: así no arrastrás la base que pusiste debajo.</p><p><strong>Información del fabricante</strong></p><p>Polvo traslúcido ideal para sellar la aplicación del maquillaje liquido y/o cremoso, gracias al polvo de arroz ayuda a controlar el brillo,  previene el envejecimiento prematuro de la piel. Otorga un acabado suave con acción matificante.</p>"
corrector-smartx45g-3b-1,CORRECTOR SMARTx4.5g 3B 1,"<p><strong>Corrector Smart 4.5 g 3B 1</strong></p><p>Este corrector de Smart de la línea 3B 1 en presentación de 4.5 g tapa ojeras, rojeces y marquitas justo donde hace falta, sin cargar el resto del rostro.</p><p><strong>Por qué te va a gustar</strong></p><ul><li>Alta cobertura en poco producto: corrige sin apelmazar.</li><li>Ilumina la zona de la ojera y levanta la mirada al instante.</li><li>Se difumina fácil y se funde con la base sin dejar bordes.</li><li>Sirve también para perfilar y limpiar el contorno de labios y cejas.</li></ul><p><strong>Modo de uso</strong></p><ol><li>Aplicá después de la base.</li><li>Para ojeras, dibujá un triángulo invertido bajo el ojo con la punta hacia la mejilla.</li><li>Difuminá con esponja húmeda dando pequeños toques, sin arrastrar.</li><li>Sellá con un poco de polvo suelto para que no se marque.</li></ol><p><strong>Ideal para:</strong> ojeras, imperfecciones puntuales y correcciones de tono.</p><p><strong>Tip Krika:</strong> Un corrector un tono más claro que tu base ilumina; del mismo tono, corrige. No es lo mismo.</p><p><strong>Información del fabricante</strong></p><p>Su fórmula crea una acción antioxidante, acondiciona la piel, tiene efecto anti-envejecimiento, humectante y emoliente.</p><p>Cubre rojeces, ojeras, manchas e imperfecciones.</p>"
