Handle,Title,Body (HTML)
pegante-adorox3g-unas,PEGANTE ADOROx3g PARA UNAS,<p><strong>Pegante Adoro 3 g Para Unas</strong></p><p>Este complemento de manicura de Adoro de la línea Para Unas en presentación de 3 g resuelve ese paso de la manicura que sin la herramienta correcta se complica.</p><p><strong>Por qué te va a gustar</strong></p><ul><li>Hace más simple un paso que a mano cuesta.</li><li>Material resistente y fácil de higienizar.</li><li>Tamaño cómodo para trabajar.</li><li>Buena inversión si hacés manicura seguido.</li></ul><p><strong>Cómo usarlo</strong></p><ol><li>Usalo en el paso correspondiente de tu rutina de manicura.</li><li>Desinfectá antes y después.</li><li>Guardalo limpio y seco.</li></ol><p><strong>Ideal para:</strong> manicura y pedicura en casa o en cabina.</p>
ampolleta-alfaparfx10ml-energizing,AMPOLLETA ALFAPARFx10ml ENERGIZING,"<p><strong>Ampolleta Alfaparf 10 ml Energizing</strong></p><p>Esta ampolleta capilar de Alfaparf de la línea Energizing en presentación de 10 ml concentra en una sola dosis el activo que tu cabello necesita en este momento.</p><p><strong>Por qué te va a gustar</strong></p><ul><li>Dosis única y concentrada: la potencia de un tratamiento de salón en casa.</li><li>Resultado visible desde la primera aplicación en cabello muy castigado.</li><li>Formato individual, sin desperdicio ni producto que se oxide en el frasco.</li><li>Se puede sumar puntualmente a la rutina sin cambiar el resto de productos.</li><li>Tamaño de 10 ml: entra en cualquier neceser y viaja sin problema.</li></ul><p><strong>Modo de uso</strong></p><ol><li>Lavá el cabello y escurrí el exceso de agua.</li><li>Aplicá el contenido de la ampolleta de medios a puntas o en el cuero cabelludo, según indique el envase.</li><li>Masajeá y dejá actuar el tiempo indicado.</li><li>Enjuagá o dejá sin enjuagar según el tipo de ampolleta.</li></ol><p><strong>Ideal para:</strong> cabello muy dañado o como refuerzo semanal de la rutina.</p><p><strong>Tip Krika:</strong> Una ampolleta por semana durante un mes rinde más que aplicarlas todas seguidas.</p><p><strong>Información del fabricante</strong></p><p>Tratamiento energizante intensivo de los daños de la fibra capilar desfibrada y frágil. Desde la primera aplicación, la estructura adquiere un aspecto más resistente y compacto. Estimula el crecimiento del cabello.</p><p>Sin enjuague.</p>"
ampolleta-alfaparfx13ml-azul-essential,AMPOLLETA ALFAPARFx13ml AZUL ESSENTIAL OIL SEMILLAS DE LINO,"<p><strong>Ampolleta Alfaparf 13 ml Azul Essential Oil Semillas De Lino</strong></p><p>Esta ampolleta capilar de Alfaparf de la línea Azul Essential Oil Semillas De Lino en presentación de 13 ml concentra en una sola dosis el activo que tu cabello necesita en este momento.</p><p><strong>Por qué te va a gustar</strong></p><ul><li>Dosis única y concentrada: la potencia de un tratamiento de salón en casa.</li><li>Resultado visible desde la primera aplicación en cabello muy castigado.</li><li>Formato individual, sin desperdicio ni producto que se oxide en el frasco.</li><li>Se puede sumar puntualmente a la rutina sin cambiar el resto de productos.</li><li>Tamaño de 13 ml: entra en cualquier neceser y viaja sin problema.</li></ul><p><strong>Modo de uso</strong></p><ol><li>Lavá el cabello y escurrí el exceso de agua.</li><li>Aplicá el contenido de la ampolleta de medios a puntas o en el cuero cabelludo, según indique el envase.</li><li>Masajeá y dejá actuar el tiempo indicado.</li><li>Enjuagá o dejá sin enjuagar según el tipo de ampolleta.</li></ol><p><strong>Ideal para:</strong> cabello muy dañado o como refuerzo semanal de la rutina.</p><p><strong>Tip Krika:</strong> Una ampolleta por semana durante un mes rinde más que aplicarlas todas seguidas.</p>"
tinte-alfaparfx60ml-evolution-1,TINTE ALFAPARFx60ml EVOLUTION 1 NEGRO,"<p><strong>Tinte Alfaparf 60 ml Evolution 1 Negro</strong></p><p>Este tinte permanente de Alfaparf de la línea Evolution 1 Negro en presentación de 60 ml cubre el color anterior y las canas de raíz a puntas con un resultado uniforme y duradero.</p><p><strong>Por qué te va a gustar</strong></p><ul><li>Cobertura total de canas cuando se respeta la proporción y el tiempo de exposición.</li><li>Color parejo de la raíz a las puntas, sin ese efecto de dos tonos.</li><li>Resultado duradero: se mantiene hasta el crecimiento de la raíz.</li><li>Permite subir o bajar de tono dentro del rango del producto.</li><li>Tamaño de 60 ml: entra en cualquier neceser y viaja sin problema.</li></ul><p><strong>Modo de uso</strong></p><ol><li>Hacé la prueba de sensibilidad 48 horas antes, en el pliegue del codo. No te la saltes.</li><li>Mezclá el tinte con el oxidante en la proporción que indica el envase, en un bol no metálico.</li><li>Aplicá con pincel sobre cabello seco y sin lavar, empezando por la raíz y dividiendo en cuatro secciones.</li><li>Dejá actuar el tiempo indicado, enjuagá hasta que el agua salga clara y terminá con acondicionador o el post-color del kit.</li></ol><p><strong>Ideal para:</strong> cobertura de canas y cambios de color duraderos.</p><p><strong>Tip Krika:</strong> El cabello sin lavar tiñe mejor: la grasa natural protege el cuero cabelludo del oxidante.</p><p><strong>Información del fabricante</strong></p><p>Una formula de vanguardia enriquecida con acido hialuronico y sin PPD que asegura la perfeccion del color con un pleno respeto del cuero cabelludo y el cabello.</p><p>Potencia de elevacion, hasta 3 niveles.Una cobertura excepcional y longevidad en el color. Porcentaje baja AMMONIA (max 1% durante la aplicacion). No PPD para una formula menos sensibilizante.</p><p>Para el cuidado del cuero cabelludo.Cabello unico y extraordinario de cualidad y brillo.COLOR Y CABELLO PERFECTO GRACIAS A  LA TECNOLOGIA EN 3 DIMENSIONES DE LA COLORACIÓN PROFESIONAL</p>"
oxigenta-alfaparfx1000ml-vol-10,OXIGENTA ALFAPARFx1000ml VOL 10,"<p><strong>Oxigenta Alfaparf 1000 ml Vol 10</strong></p><p>Este decolorante de Alfaparf de la línea Vol 10 en presentación de 1000 ml aclara la base del cabello para preparar el tono que querés conseguir después.</p><p><strong>Por qué te va a gustar</strong></p><ul><li>Aclara de forma controlada cuando se respeta el volumen de oxidante y el tiempo.</li><li>Base imprescindible para colores de fantasía y rubios fríos.</li><li>Mezcla homogénea, fácil de aplicar con pincel.</li><li>Permite trabajar por niveles según cuánto necesites subir.</li><li>Formato de 1000 ml: rinde muchísimo y baja el costo por uso, perfecto para salón o para quien ya sabe que lo va a repetir.</li></ul><p><strong>Modo de uso</strong></p><ol><li>Prueba de mecha obligatoria: te dice cuánto aclara y en cuánto tiempo en TU cabello.</li><li>Mezclá con el oxidante en la proporción indicada, en bol no metálico.</li><li>Aplicá con pincel empezando por medios y puntas; la raíz va al final porque el calor del cuero cabelludo acelera el proceso.</li><li>Controlá visualmente cada 5 minutos y enjuagá apenas llegues al nivel buscado. Nunca superes el tiempo máximo del envase.</li></ol><p><strong>Ideal para:</strong> aclarados, mechas y preparación de base para color.</p><p><strong>Tip Krika:</strong> Después de decolorar, un tratamiento reconstructor no es opcional: es lo que evita que el pelo se quiebre.</p><p><strong>Información del fabricante</strong></p><p>Alfaparf OXID’O agua oxigenada es un producto dedicado a los profesionales. Rico en ceras blandas, que protege la estructura del cabello durante el teñido.</p><p>La textura cremosa espesa forma una mezcla perfecta para el cabello.Una distribución uniforme y un óptimo brillo. Además, tiene un olor agradable, que hace que sea de aplicación aún más fácil.</p><p>Presenta diferentes concentraciones de oxidantes (punto fuerte) cuya selección determina el resultado final del teñido.</p>"
shamp-alfaparfx250ml-lisse-design,SHAMPOO ALFAPARFx250ml LISSE DESIGN KERATIN THERAPY,"<p><strong>Shampoo Alfaparf 250 ml Lisse Design Keratin Therapy</strong></p><p>Este shampoo de Alfaparf de la línea Lisse Design Keratin Therapy en presentación de 250 ml limpia a fondo sin dejar el pelo áspero ni el cuero cabelludo tirante.</p><p><strong>Por qué te va a gustar</strong></p><ul><li>Arrastra grasa, residuo de producto y contaminación sin llevarse la hidratación que el pelo necesita.</li><li>Espuma abundante y fácil de enjuagar: no quedan restos que apaguen el brillo.</li><li>Deja el cabello manejable desde el lavado, así el peinado después cuesta menos.</li><li>Apto para uso frecuente dentro de una rutina completa de lavado y acondicionado.</li><li>Con queratina, la proteína que rellena la fibra capilar y devuelve resistencia al pelo castigado.</li><li>Trabaja a favor del liso y ayuda a domar el frizz.</li></ul><p><strong>Modo de uso</strong></p><ol><li>Mojá el cabello con agua tibia, nunca muy caliente.</li><li>Aplicá una porción del tamaño de una moneda y masajeá el cuero cabelludo con las yemas, no con las uñas.</li><li>Dejá actuar 1 o 2 minutos y enjuagá hasta que el agua salga limpia.</li><li>Repetí solo si el cabello estaba muy cargado de producto.</li></ol><p><strong>Ideal para:</strong> rutina de lavado de cualquier tipo de cabello, ajustando la frecuencia a tu cuero cabelludo.</p><p><strong>Tip Krika:</strong> Terminá el último enjuague con agua fría: sella la cutícula y el brillo se nota al instante.</p><p><strong>Información del fabricante</strong></p><p>Limpia delicadamente los cabellos y ayuda a mantener y a prolongar a lo largo del tiempo los efectos cosméticos obtenidos con el tratamiento en el salón de belleza. La fórmula enriquecida con Queratina y Aceite de Babassú, deja los cabellos suaves, luminosos y fáciles de peinar. El primer paso para conseguir un cabello liso y sedoso, sin necesidad de pasar por la peluquería. Garantiza el mejor resultado que se pueda obtener. Esta línea de mantenimiento en casa es perfecta para el mantenimiento de los tratamientos de alisado.</p>"
acond-alfaparfx250ml-lisse-designe,ACONDICIONADOR ALFAPARFx250ml LISSE DESIGNE KERATIN THERAPY,"<p><strong>Acondicionador Alfaparf 250 ml Lisse Designe Keratin Therapy</strong></p><p>Este acondicionador de Alfaparf de la línea Lisse Designe Keratin Therapy en presentación de 250 ml cierra la cutícula después del shampoo y devuelve suavidad y brillo en minutos.</p><p><strong>Por qué te va a gustar</strong></p><ul><li>Desenreda de verdad: el peine pasa sin tirones y se rompe mucho menos pelo.</li><li>Sella la fibra tras el lavado, que es cuando el cabello está más vulnerable.</li><li>Aporta suavidad sin apelmazar ni engrasar las raíces.</li><li>Facilita el secado y el peinado posterior, incluso en melenas largas.</li><li>Con queratina, la proteína que rellena la fibra capilar y devuelve resistencia al pelo castigado.</li><li>Trabaja a favor del liso y ayuda a domar el frizz.</li></ul><p><strong>Modo de uso</strong></p><ol><li>Después del shampoo, escurrí bien el exceso de agua.</li><li>Aplicá de medios a puntas, evitando la raíz.</li><li>Dejá actuar de 2 a 3 minutos.</li><li>Enjuagá con agua tibia o fría.</li></ol><p><strong>Ideal para:</strong> todo tipo de cabello, especialmente el largo, teñido o con tendencia al enredo.</p><p><strong>Tip Krika:</strong> Si tenés raíz grasa y puntas secas, usá acondicionador solo de las orejas hacia abajo.</p><p><strong>Información del fabricante</strong></p><p>Crema acondicionadora sin sulfatos ni parabenos. Ayuda a una limpieza delicada del cabello y a mantener y prolongar a lo largo del tiempo los efectos cosméticos obtenidos con el tratamiento alisador realizado en el salón de belleza. Su fórmula, enriquecida con Queratina y Aceite de Babassú, deja el cabello suave, luminoso y fácil de peinar. Esta línea de mantenimiento en casa es perfecta para el mantenimiento de los tratamientos de alisado.</p>"
masc-cap-alfaparfx500ml-lisse-de,MASCARILLA CAPILAR ALFAPARFx500ml LISSE DE,"<p><strong>Mascarilla Capilar Alfaparf 500 ml Lisse De</strong></p><p>Este tratamiento capilar de Alfaparf de la línea Lisse De en presentación de 500 ml trabaja en profundidad sobre la fibra para devolverle cuerpo, suavidad y brillo.</p><p><strong>Por qué te va a gustar</strong></p><ul><li>Tratamiento intensivo: actúa donde el acondicionador diario no llega.</li><li>Recupera cabello castigado por plancha, secador, color o decoloración.</li><li>Mejora la textura de forma acumulativa: cada aplicación suma.</li><li>Deja la melena más pesada, brillante y fácil de manejar.</li><li>Trabaja a favor del liso y ayuda a domar el frizz.</li><li>Formato grande de 500 ml, pensado para uso frecuente sin quedarte a mitad de camino.</li></ul><p><strong>Modo de uso</strong></p><ol><li>Lavá con shampoo y escurrí muy bien el exceso de agua.</li><li>Aplicá de medios a puntas y distribuí con un peine de dientes anchos.</li><li>Dejá actuar entre 5 y 20 minutos según lo dañado que esté el cabello.</li><li>Enjuagá abundantemente. Repetí una o dos veces por semana.</li></ol><p><strong>Ideal para:</strong> cabello seco, poroso, teñido o con daño por calor.</p><p><strong>Tip Krika:</strong> Envolvé la cabeza en una toalla tibia mientras actúa: el calor abre la cutícula y el tratamiento penetra mejor.</p><p><strong>Información del fabricante</strong></p><p>La Keratina Therapy Lisse Design Paso 4 de Alfaparf aporta hidratación al cabello y ayuda a limitar el proceso natural de deshidratación. El cabello se ve revitalizado, extremadamente fácil de peinar y brillante.</p><p>La línea Lisse Design Keratin Therapy está diseñada para obtener un cabello liso, aterciopelado, luminoso y fácil de peinar. Proporcionando un tratamiento de alisado progresivo con queratina para todo tipo de cabellos, seguro, flexible y efica,</p>"
tinte-alfaparfx90ml-revolution-clear,TINTE ALFAPARFx90ml REVOLUTION CLEAR,"<p><strong>Tinte Alfaparf 90 ml Revolution Clear</strong></p><p>Este tinte temporal de Alfaparf de la línea Revolution Clear en presentación de 90 ml aporta color sin compromiso: se va lavado a lavado y no genera raíz marcada.</p><p><strong>Por qué te va a gustar</strong></p><ul><li>Sin amoníaco ni oxidante en la mayoría de los casos: mucho más amable con la fibra.</li><li>Perfecto para probar un color antes de decidirte por algo permanente.</li><li>Se desvanece de forma progresiva, sin dejar una línea de crecimiento visible.</li><li>Ideal para fantasía, reflejos o refrescar el color entre tintes.</li></ul><p><strong>Modo de uso</strong></p><ol><li>Aplicá sobre cabello limpio y seco o húmedo, según indique el envase.</li><li>Repartí de forma pareja con guantes o pincel.</li><li>Dejá actuar el tiempo indicado; a más tiempo, más intensidad.</li><li>Enjuagá con agua fría y sin shampoo para que dure más.</li></ol><p><strong>Ideal para:</strong> colores de fantasía, pruebas de tono y refrescar el color entre aplicaciones.</p><p><strong>Tip Krika:</strong> Sobre base clara el color rinde muchísimo más. Si tenés el pelo oscuro, el resultado será sutil.</p><p><strong>Información del fabricante</strong></p><p>Revolution color es una crema colorante directa, libre de amoníaco y no requiere activador. Los pigmentos colorantes exclusivos y naturales garantizan un hermoso color mientras se mantiene la integridad del cabello. Para jugar y personalizar el ""look"" de cada cliente con la aplicación de coloración directa. Colores vibrantes con increíble suavidad y brillo. La nueva fórmula ""Clear"" permite personalizar intensidades de color para crear tonos pastel relucientes. Revolution puede durar hasta 12 lavadas; los resultados pueden variar dependiendo de la porosidad del cabello, la frecuencia de las lavadas y del tipo de shampoo. Revolution está disponible en 7 tonos + Clear que pueden ser mezclados para obtener una interminable gama de colores: deep red, magenta, rich purple, pink, true blue, yellow and pure green.</p>"
decolorante-alfaparfx400g-high-lift-9t,DECOLORANTE ALFAPARFx400g HIGH LIFT 9 TONOS,"<p><strong>Decolorante Alfaparf 400 g High Lift 9 Tonos</strong></p><p>Este decolorante de Alfaparf de la línea High Lift 9 Tonos en presentación de 400 g aclara la base del cabello para preparar el tono que querés conseguir después.</p><p><strong>Por qué te va a gustar</strong></p><ul><li>Aclara de forma controlada cuando se respeta el volumen de oxidante y el tiempo.</li><li>Base imprescindible para colores de fantasía y rubios fríos.</li><li>Mezcla homogénea, fácil de aplicar con pincel.</li><li>Permite trabajar por niveles según cuánto necesites subir.</li><li>Formato grande de 400 g, pensado para uso frecuente sin quedarte a mitad de camino.</li></ul><p><strong>Modo de uso</strong></p><ol><li>Prueba de mecha obligatoria: te dice cuánto aclara y en cuánto tiempo en TU cabello.</li><li>Mezclá con el oxidante en la proporción indicada, en bol no metálico.</li><li>Aplicá con pincel empezando por medios y puntas; la raíz va al final porque el calor del cuero cabelludo acelera el proceso.</li><li>Controlá visualmente cada 5 minutos y enjuagá apenas llegues al nivel buscado. Nunca superes el tiempo máximo del envase.</li></ol><p><strong>Ideal para:</strong> aclarados, mechas y preparación de base para color.</p><p><strong>Tip Krika:</strong> Después de decolorar, un tratamiento reconstructor no es opcional: es lo que evita que el pelo se quiebre.</p><p><strong>Información del fabricante</strong></p><p>BB Bleach Decolorante High Lift 9 Tones/Tonos</p><p>El decolorante BB Bleach Decolorante High Lift 9 Tones/Tonos de Alfaparf Milano te ofrece resultados precisos y personalizados respetando el bienestar del cabello gracias a su tecnología de protección. El Polvo blanco para tener siempre bajo control el nivel de aclaración. Facilidad para mezclar textura no volátil que en la mezcla adquiere una consistencia cremosa y homogénea mezcla estable, perfume fresco y agradable, óptima eficacia de la decoloración. Cabellos más cosméticos tras el servicio técnico. Todos los productos contienen BI-BOND COMPLEX, Double Bond Reconstruction. Se trata de un innovador intensificador de protección para el cabello, una evolución de la Queratina Cuaternizada Biomimética que contienen The Hair Supporters y Harmonizers. Trabaja tanto en la superficie exterior del cabello, reparando las zonas dañadas, como en el interior, penetrando en la fibra y reestructurándola. BB cream es uno de los términos cosméticos más de tendencia en los últimos años.</p><p>¿Cómo funciona?</p><p>9 tonos de aclaración.</p><p>Máxima precisión y resultados increiblemente uniformes.</p><p>Máxima flexibilidad: dilución versátil de 1:1 a 1:3.</p><p>Máxima cosmeticidad: la creatina reconstruye la estructura del cabello desde su interior.</p><p>Máximo confort: fórmula no volátil y textura aterciopelada.</p><p>El color azul neutraliza los tonos amarillos.</p>"
