Handle,Title,Option1 Name,Option1 Value,Option2 Name,Option2 Value,Option3 Name,Option3 Value,SKU,HS Code,COO,Shop location
azura-off-the-shoulder-maxi-dress-yellow,Azura Off The Shoulder Maxi Dress Yellow,Size,US 2,Color,Yellow,,,144313-1306345,,,900
azura-off-the-shoulder-maxi-dress-yellow,Azura Off The Shoulder Maxi Dress Yellow,Size,US 4,Color,Yellow,,,144313-1306346,,,900
azura-off-the-shoulder-maxi-dress-yellow,Azura Off The Shoulder Maxi Dress Yellow,Size,US 6,Color,Yellow,,,144313-1306347,,,900
azura-off-the-shoulder-maxi-dress-yellow,Azura Off The Shoulder Maxi Dress Yellow,Size,US 8,Color,Yellow,,,144313-1306348,,,900
azura-off-the-shoulder-maxi-dress-yellow,Azura Off The Shoulder Maxi Dress Yellow,Size,US 10,Color,Yellow,,,144313-1306349,,,900
azura-off-the-shoulder-maxi-dress-yellow,Azura Off The Shoulder Maxi Dress Yellow,Size,US 12,Color,Yellow,,,144313-1306350,,,900
azuriah-chiffon-strapless-corset-tiered-mini-dress-pink,Azuriah Chiffon Strapless Corset Tiered Mini Dress Pink,Size,US 0,Color,Pink,,,156384-1384544,,,900
azuriah-chiffon-strapless-corset-tiered-mini-dress-pink,Azuriah Chiffon Strapless Corset Tiered Mini Dress Pink,Size,US 2,Color,Pink,,,156384-1384545,,,900
azuriah-chiffon-strapless-corset-tiered-mini-dress-pink,Azuriah Chiffon Strapless Corset Tiered Mini Dress Pink,Size,US 4,Color,Pink,,,156384-1384546,,,900
azuriah-chiffon-strapless-corset-tiered-mini-dress-pink,Azuriah Chiffon Strapless Corset Tiered Mini Dress Pink,Size,US 6,Color,Pink,,,156384-1384547,,,900
azuriah-chiffon-strapless-corset-tiered-mini-dress-pink,Azuriah Chiffon Strapless Corset Tiered Mini Dress Pink,Size,US 8,Color,Pink,,,156384-1384548,,,900
azuriah-chiffon-strapless-corset-tiered-mini-dress-pink,Azuriah Chiffon Strapless Corset Tiered Mini Dress Pink,Size,US 10,Color,Pink,,,156384-1384549,,,900
azuriah-chiffon-strapless-corset-tiered-mini-dress-pink,Azuriah Chiffon Strapless Corset Tiered Mini Dress Pink,Size,US 12,Color,Pink,,,156384-1384550,,,900
baby-honey-pleat-mini-dress-white,Baby Honey Pleat Mini Dress White,Size,US 0,Color,White,,,143857-1303380,,,900
baby-honey-pleat-mini-dress-white,Baby Honey Pleat Mini Dress White,Size,US 2,Color,White,,,143857-1303381,,,900
baby-honey-pleat-mini-dress-white,Baby Honey Pleat Mini Dress White,Size,US 4,Color,White,,,143857-1303382,,,900
baby-honey-pleat-mini-dress-white,Baby Honey Pleat Mini Dress White,Size,US 6,Color,White,,,143857-1303383,,,900
baby-honey-pleat-mini-dress-white,Baby Honey Pleat Mini Dress White,Size,US 8,Color,White,,,143857-1303384,,,900
baby-honey-pleat-mini-dress-white,Baby Honey Pleat Mini Dress White,Size,US 10,Color,White,,,143857-1303385,,,900
baby-honey-pleat-mini-dress-white,Baby Honey Pleat Mini Dress White,Size,US 12,Color,White,,,143857-1303386,,,900
back-in-time-long-sleeve-mini-dress-berry,Back In Time Long Sleeve Mini Dress Burgundy,Size,US 0,Color,Burgundy,,,140388-1282040,,,900
back-in-time-long-sleeve-mini-dress-berry,Back In Time Long Sleeve Mini Dress Burgundy,Size,US 2,Color,Burgundy,,,140388-1282041,,,900
back-in-time-long-sleeve-mini-dress-berry,Back In Time Long Sleeve Mini Dress Burgundy,Size,US 4,Color,Burgundy,,,140388-1282042,,,900
back-in-time-long-sleeve-mini-dress-berry,Back In Time Long Sleeve Mini Dress Burgundy,Size,US 6,Color,Burgundy,,,140388-1282043,,,900
back-in-time-long-sleeve-mini-dress-berry,Back In Time Long Sleeve Mini Dress Burgundy,Size,US 8,Color,Burgundy,,,140388-1282044,,,900
back-in-time-long-sleeve-mini-dress-berry,Back In Time Long Sleeve Mini Dress Burgundy,Size,US 10,Color,Burgundy,,,140388-1282045,,,900
back-in-time-long-sleeve-mini-dress-berry,Back In Time Long Sleeve Mini Dress Burgundy,Size,US 12,Color,Burgundy,,,140388-1282046,,,900
back-in-time-long-sleeve-mini-dress-black,Back In Time Long Sleeve Mini Dress Black,Size,US 0,Color,Black,,,133028-1237673,,,900
back-in-time-long-sleeve-mini-dress-black,Back In Time Long Sleeve Mini Dress Black,Size,US 2,Color,Black,,,133028-1237674,,,900
back-in-time-long-sleeve-mini-dress-black,Back In Time Long Sleeve Mini Dress Black,Size,US 4,Color,Black,,,133028-1237675,,,900
back-in-time-long-sleeve-mini-dress-black,Back In Time Long Sleeve Mini Dress Black,Size,US 6,Color,Black,,,133028-1237676,,,900
back-in-time-long-sleeve-mini-dress-black,Back In Time Long Sleeve Mini Dress Black,Size,US 8,Color,Black,,,133028-1237677,,,900
back-in-time-long-sleeve-mini-dress-black,Back In Time Long Sleeve Mini Dress Black,Size,US 10,Color,Black,,,133028-1237678,,,900
back-in-time-long-sleeve-mini-dress-black,Back In Time Long Sleeve Mini Dress Black,Size,US 12,Color,Black,,,133028-1237679,,,900
back-to-paris-ruched-mini-dress-red,Back To Paris Ruched Mini Dress Red,Size,US 0,Color,Red,,,143605-1302065,,,900
back-to-paris-ruched-mini-dress-red,Back To Paris Ruched Mini Dress Red,Size,US 2,Color,Red,,,143605-1302066,,,900
back-to-paris-ruched-mini-dress-red,Back To Paris Ruched Mini Dress Red,Size,US 4,Color,Red,,,143605-1302067,,,900
back-to-paris-ruched-mini-dress-red,Back To Paris Ruched Mini Dress Red,Size,US 6,Color,Red,,,143605-1302068,,,900
back-to-paris-ruched-mini-dress-red,Back To Paris Ruched Mini Dress Red,Size,US 8,Color,Red,,,143605-1302069,,,900
back-to-paris-ruched-mini-dress-red,Back To Paris Ruched Mini Dress Red,Size,US 10,Color,Red,,,143605-1302070,,,900
back-to-paris-ruched-mini-dress-red,Back To Paris Ruched Mini Dress Red,Size,US 12,Color,Red,,,143605-1302071,,,900
baley-bias-cut-frill-maxi-dress-paisley,Baley Bias Cut Frill Maxi Dress Paisley,Size,US 0,Color,Paisley,,,153648-1364081,,,900
baley-bias-cut-frill-maxi-dress-paisley,Baley Bias Cut Frill Maxi Dress Paisley,Size,US 2,Color,Paisley,,,153648-1364082,,,900
baley-bias-cut-frill-maxi-dress-paisley,Baley Bias Cut Frill Maxi Dress Paisley,Size,US 4,Color,Paisley,,,153648-1364083,,,900
baley-bias-cut-frill-maxi-dress-paisley,Baley Bias Cut Frill Maxi Dress Paisley,Size,US 6,Color,Paisley,,,153648-1364084,,,900
baley-bias-cut-frill-maxi-dress-paisley,Baley Bias Cut Frill Maxi Dress Paisley,Size,US 8,Color,Paisley,,,153648-1364085,,,900
baley-bias-cut-frill-maxi-dress-paisley,Baley Bias Cut Frill Maxi Dress Paisley,Size,US 10,Color,Paisley,,,153648-1364086,,,900
baley-bias-cut-frill-maxi-dress-paisley,Baley Bias Cut Frill Maxi Dress Paisley,Size,US 12,Color,Paisley,,,153648-1364087,,,900
ballad-floral-ruffle-mini-dress-multi,Ballad Floral Ruffle Mini Dress Multi,Size,US 0,Color,Multi,,,146456-1320115,,,900
ballad-floral-ruffle-mini-dress-multi,Ballad Floral Ruffle Mini Dress Multi,Size,US 2,Color,Multi,,,146456-1320116,,,900
ballad-floral-ruffle-mini-dress-multi,Ballad Floral Ruffle Mini Dress Multi,Size,US 4,Color,Multi,,,146456-1320117,,,900
ballad-floral-ruffle-mini-dress-multi,Ballad Floral Ruffle Mini Dress Multi,Size,US 6,Color,Multi,,,146456-1320118,,,900
ballad-floral-ruffle-mini-dress-multi,Ballad Floral Ruffle Mini Dress Multi,Size,US 8,Color,Multi,,,146456-1320119,,,900
ballad-floral-ruffle-mini-dress-multi,Ballad Floral Ruffle Mini Dress Multi,Size,US 10,Color,Multi,,,146456-1320120,,,900
ballad-floral-ruffle-mini-dress-multi,Ballad Floral Ruffle Mini Dress Multi,Size,US 12,Color,Multi,,,146456-1320121,,,900
bambalina-babydoll-mini-dress-brown-stripe,Bambalina Babydoll Mini Dress Brown Stripe,Size,US 0,Color,Brown Stripe,,,154596-1370241,,,900
bambalina-babydoll-mini-dress-brown-stripe,Bambalina Babydoll Mini Dress Brown Stripe,Size,US 2,Color,Brown Stripe,,,154596-1370242,,,900
bambalina-babydoll-mini-dress-brown-stripe,Bambalina Babydoll Mini Dress Brown Stripe,Size,US 4,Color,Brown Stripe,,,154596-1370243,,,900
bambalina-babydoll-mini-dress-brown-stripe,Bambalina Babydoll Mini Dress Brown Stripe,Size,US 6,Color,Brown Stripe,,,154596-1370244,,,900
bambalina-babydoll-mini-dress-brown-stripe,Bambalina Babydoll Mini Dress Brown Stripe,Size,US 8,Color,Brown Stripe,,,154596-1370245,,,900
bambalina-babydoll-mini-dress-brown-stripe,Bambalina Babydoll Mini Dress Brown Stripe,Size,US 10,Color,Brown Stripe,,,154596-1370246,,,900
bambalina-babydoll-mini-dress-brown-stripe,Bambalina Babydoll Mini Dress Brown Stripe,Size,US 12,Color,Brown Stripe,,,154596-1370247,,,900
bambia-maxi-dress-dark-brown,Bambia Maxi Dress Dark Brown,Size,US 0,Color,Dark Brown,,,150767-1346320,,,900
bambia-maxi-dress-dark-brown,Bambia Maxi Dress Dark Brown,Size,US 2,Color,Dark Brown,,,150767-1346321,,,900
bambia-maxi-dress-dark-brown,Bambia Maxi Dress Dark Brown,Size,US 4,Color,Dark Brown,,,150767-1346322,,,900
bambia-maxi-dress-dark-brown,Bambia Maxi Dress Dark Brown,Size,US 6,Color,Dark Brown,,,150767-1346323,,,900
bambia-maxi-dress-dark-brown,Bambia Maxi Dress Dark Brown,Size,US 8,Color,Dark Brown,,,150767-1346324,,,900
bambia-maxi-dress-dark-brown,Bambia Maxi Dress Dark Brown,Size,US 10,Color,Dark Brown,,,150767-1346325,,,900
bambia-maxi-dress-dark-brown,Bambia Maxi Dress Dark Brown,Size,US 12,Color,Dark Brown,,,150767-1346326,,,900
bambia-maxi-dress-purple,Bambia Maxi Dress Purple,Size,US 0,Color,Purple,,,144794-1309365,,,900
bambia-maxi-dress-purple,Bambia Maxi Dress Purple,Size,US 2,Color,Purple,,,144794-1309366,,,900
bambia-maxi-dress-purple,Bambia Maxi Dress Purple,Size,US 4,Color,Purple,,,144794-1309367,,,900
bambia-maxi-dress-purple,Bambia Maxi Dress Purple,Size,US 6,Color,Purple,,,144794-1309368,,,900
bambia-maxi-dress-purple,Bambia Maxi Dress Purple,Size,US 8,Color,Purple,,,144794-1309369,,,900
bambia-maxi-dress-purple,Bambia Maxi Dress Purple,Size,US 10,Color,Purple,,,144794-1309370,,,900
bambia-maxi-dress-purple,Bambia Maxi Dress Purple,Size,US 12,Color,Purple,,,144794-1309371,,,900
barbarella-strapless-mini-dress-purple,Barbarella Strapless Maxi Dress Purple,Size,US 0,Color,Purple,,,141469-1289870,,,900
barbarella-strapless-mini-dress-purple,Barbarella Strapless Maxi Dress Purple,Size,US 2,Color,Purple,,,141469-1289871,,,900
barbarella-strapless-mini-dress-purple,Barbarella Strapless Maxi Dress Purple,Size,US 4,Color,Purple,,,141469-1289872,,,900
barbarella-strapless-mini-dress-purple,Barbarella Strapless Maxi Dress Purple,Size,US 6,Color,Purple,,,141469-1289873,,,900
barbarella-strapless-mini-dress-purple,Barbarella Strapless Maxi Dress Purple,Size,US 8,Color,Purple,,,141469-1289874,,,900
barbarella-strapless-mini-dress-purple,Barbarella Strapless Maxi Dress Purple,Size,US 10,Color,Purple,,,141469-1289875,,,900
barbarella-strapless-mini-dress-purple,Barbarella Strapless Maxi Dress Purple,Size,US 12,Color,Purple,,,141469-1289876,,,900
barbarita-lace-maxi-dress-black,Barbarita Lace Maxi Dress Black,Size,US 0,Color,Black,,,145932-1316629,,,900
barbarita-lace-maxi-dress-black,Barbarita Lace Maxi Dress Black,Size,US 2,Color,Black,,,145932-1316630,,,900
barbarita-lace-maxi-dress-black,Barbarita Lace Maxi Dress Black,Size,US 4,Color,Black,,,145932-1316631,,,900
barbarita-lace-maxi-dress-black,Barbarita Lace Maxi Dress Black,Size,US 6,Color,Black,,,145932-1316632,,,900
barbarita-lace-maxi-dress-black,Barbarita Lace Maxi Dress Black,Size,US 8,Color,Black,,,145932-1316633,,,900
barbarita-lace-maxi-dress-black,Barbarita Lace Maxi Dress Black,Size,US 10,Color,Black,,,145932-1316634,,,900
barbarita-lace-maxi-dress-black,Barbarita Lace Maxi Dress Black,Size,US 12,Color,Black,,,145932-1316635,,,900
barbarita-lace-maxi-dress-black-curve,Barbarita Lace Maxi Dress Black Curve,Size,US 14,Color,Black,,,146010-1317151,,,900
barbarita-lace-maxi-dress-black-curve,Barbarita Lace Maxi Dress Black Curve,Size,US 16,Color,Black,,,146010-1317152,,,900
barbarita-lace-maxi-dress-black-curve,Barbarita Lace Maxi Dress Black Curve,Size,US 18,Color,Black,,,146010-1317153,,,900
barbarita-lace-maxi-dress-black-curve,Barbarita Lace Maxi Dress Black Curve,Size,US 20,Color,Black,,,146010-1317154,,,900
barbel-square-neck-tie-detail-mini-dress-blue,Barbel Square Neck Tie Detail Mini Dress Blue,Size,US 0,Color,Blue,,,152793-1358857,,,900
barbel-square-neck-tie-detail-mini-dress-blue,Barbel Square Neck Tie Detail Mini Dress Blue,Size,US 2,Color,Blue,,,152793-1358858,,,900
barbel-square-neck-tie-detail-mini-dress-blue,Barbel Square Neck Tie Detail Mini Dress Blue,Size,US 4,Color,Blue,,,152793-1358859,,,900
barbel-square-neck-tie-detail-mini-dress-blue,Barbel Square Neck Tie Detail Mini Dress Blue,Size,US 6,Color,Blue,,,152793-1358860,,,900
barbel-square-neck-tie-detail-mini-dress-blue,Barbel Square Neck Tie Detail Mini Dress Blue,Size,US 8,Color,Blue,,,152793-1358861,,,900
barbel-square-neck-tie-detail-mini-dress-blue,Barbel Square Neck Tie Detail Mini Dress Blue,Size,US 10,Color,Blue,,,152793-1358862,,,900
barbel-square-neck-tie-detail-mini-dress-blue,Barbel Square Neck Tie Detail Mini Dress Blue,Size,US 12,Color,Blue,,,152793-1358863,,,900
barbel-square-neck-tie-detail-mini-dress-white,Barbel Square Neck Tie Detail Mini Dress White,Size,US 0,Color,White,,,152776-1358744,,,900
barbel-square-neck-tie-detail-mini-dress-white,Barbel Square Neck Tie Detail Mini Dress White,Size,US 2,Color,White,,,152776-1358745,,,900
barbel-square-neck-tie-detail-mini-dress-white,Barbel Square Neck Tie Detail Mini Dress White,Size,US 4,Color,White,,,152776-1358746,,,900
barbel-square-neck-tie-detail-mini-dress-white,Barbel Square Neck Tie Detail Mini Dress White,Size,US 6,Color,White,,,152776-1358747,,,900
barbel-square-neck-tie-detail-mini-dress-white,Barbel Square Neck Tie Detail Mini Dress White,Size,US 8,Color,White,,,152776-1358748,,,900
barbel-square-neck-tie-detail-mini-dress-white,Barbel Square Neck Tie Detail Mini Dress White,Size,US 10,Color,White,,,152776-1358749,,,900
barbel-square-neck-tie-detail-mini-dress-white,Barbel Square Neck Tie Detail Mini Dress White,Size,US 12,Color,White,,,152776-1358750,,,900
bare-halter-maxi-dress-blue,Bare Halter Maxi Dress Blue,Size,US 0,Color,Blue,,,156541-1385588,,,900
bare-halter-maxi-dress-blue,Bare Halter Maxi Dress Blue,Size,US 2,Color,Blue,,,156541-1385589,,,900
bare-halter-maxi-dress-blue,Bare Halter Maxi Dress Blue,Size,US 4,Color,Blue,,,156541-1385590,,,900
bare-halter-maxi-dress-blue,Bare Halter Maxi Dress Blue,Size,US 6,Color,Blue,,,156541-1385591,,,900
bare-halter-maxi-dress-blue,Bare Halter Maxi Dress Blue,Size,US 8,Color,Blue,,,156541-1385592,,,900
bare-halter-maxi-dress-blue,Bare Halter Maxi Dress Blue,Size,US 10,Color,Blue,,,156541-1385593,,,900
bare-halter-maxi-dress-blue,Bare Halter Maxi Dress Blue,Size,US 12,Color,Blue,,,156541-1385594,,,900
bareena-mini-dress-black,Bareena Mini Dress Black,Size,US 0,Color,Black,,,128566-1212231,,,900
bareena-mini-dress-black,Bareena Mini Dress Black,Size,US 2,Color,Black,,,128566-1212232,,,900
bareena-mini-dress-black,Bareena Mini Dress Black,Size,US 4,Color,Black,,,128566-1212233,,,900
bareena-mini-dress-black,Bareena Mini Dress Black,Size,US 6,Color,Black,,,128566-1212234,,,900
bareena-mini-dress-black,Bareena Mini Dress Black,Size,US 8,Color,Black,,,128566-1212235,,,900
bareena-mini-dress-black,Bareena Mini Dress Black,Size,US 10,Color,Black,,,128566-1212236,,,900
bareena-mini-dress-black,Bareena Mini Dress Black,Size,US 12,Color,Black,,,128566-1212237,,,900
bareena-mini-dress-white,Bareena Mini Dress White,Size,US 0,Color,White,,,128567-1212238,,,900
bareena-mini-dress-white,Bareena Mini Dress White,Size,US 2,Color,White,,,128567-1212239,,,900
bareena-mini-dress-white,Bareena Mini Dress White,Size,US 4,Color,White,,,128567-1212240,,,900
bareena-mini-dress-white,Bareena Mini Dress White,Size,US 6,Color,White,,,128567-1212241,,,900
bareena-mini-dress-white,Bareena Mini Dress White,Size,US 8,Color,White,,,128567-1212242,,,900
bareena-mini-dress-white,Bareena Mini Dress White,Size,US 10,Color,White,,,128567-1212243,,,900
bareena-mini-dress-white,Bareena Mini Dress White,Size,US 12,Color,White,,,128567-1212244,,,900
barrett-mini-dress-brown-floral,Barrett Mini Dress Brown / Floral,Size,US 0,Color,Brown,,,122025-1173078,,,900
barrett-mini-dress-brown-floral,Barrett Mini Dress Brown / Floral,Size,US 2,Color,Brown,,,122025-1173079,,,900
barrett-mini-dress-brown-floral,Barrett Mini Dress Brown / Floral,Size,US 4,Color,Brown,,,122025-1173080,,,900
barrett-mini-dress-brown-floral,Barrett Mini Dress Brown / Floral,Size,US 6,Color,Brown,,,122025-1173081,,,900
barrett-mini-dress-brown-floral,Barrett Mini Dress Brown / Floral,Size,US 8,Color,Brown,,,122025-1173082,,,900
barrett-mini-dress-brown-floral,Barrett Mini Dress Brown / Floral,Size,US 10,Color,Brown,,,122025-1173083,,,900
barrett-mini-dress-brown-floral,Barrett Mini Dress Brown / Floral,Size,US 12,Color,Brown,,,122025-1173084,,,900
barrett-mini-dress-dark-floral,Barrett Mini Dress Dark Floral,Size,US 0,Color,Floral,,,119132-1156298,,,900
barrett-mini-dress-dark-floral,Barrett Mini Dress Dark Floral,Size,US 2,Color,Floral,,,119132-1156299,,,900
barrett-mini-dress-dark-floral,Barrett Mini Dress Dark Floral,Size,US 4,Color,Floral,,,119132-1156300,,,900
barrett-mini-dress-dark-floral,Barrett Mini Dress Dark Floral,Size,US 6,Color,Floral,,,119132-1156301,,,900
barrett-mini-dress-dark-floral,Barrett Mini Dress Dark Floral,Size,US 8,Color,Floral,,,119132-1156302,,,900
barrett-mini-dress-dark-floral,Barrett Mini Dress Dark Floral,Size,US 10,Color,Floral,,,119132-1156303,,,900
barrett-mini-dress-dark-floral,Barrett Mini Dress Dark Floral,Size,US 12,Color,Floral,,,119132-1156304,,,900
barrett-mini-dress-green-white,Barrett Mini Dress Green / White,Size,US 0,Color,Green/White,,,120526-1164182,,,900
barrett-mini-dress-green-white,Barrett Mini Dress Green / White,Size,US 2,Color,Green/White,,,120526-1164183,,,900
barrett-mini-dress-green-white,Barrett Mini Dress Green / White,Size,US 4,Color,Green/White,,,120526-1164184,,,900
barrett-mini-dress-green-white,Barrett Mini Dress Green / White,Size,US 6,Color,Green/White,,,120526-1164185,,,900
barrett-mini-dress-green-white,Barrett Mini Dress Green / White,Size,US 8,Color,Green/White,,,120526-1164186,,,900
barrett-mini-dress-green-white,Barrett Mini Dress Green / White,Size,US 10,Color,Green/White,,,120526-1164187,,,900
barrett-mini-dress-green-white,Barrett Mini Dress Green / White,Size,US 12,Color,Green/White,,,120526-1164188,,,900
barrett-mini-dress-multi-floral,Barrett Mini Dress Multi Floral,Size,US 0,Color,Multi,,,114972-1133106,,,900
barrett-mini-dress-multi-floral,Barrett Mini Dress Multi Floral,Size,US 2,Color,Multi,,,114972-1133107,,,900
barrett-mini-dress-multi-floral,Barrett Mini Dress Multi Floral,Size,US 4,Color,Multi,,,114972-1133108,,,900
barrett-mini-dress-multi-floral,Barrett Mini Dress Multi Floral,Size,US 6,Color,Multi,,,114972-1133109,,,900
barrett-mini-dress-multi-floral,Barrett Mini Dress Multi Floral,Size,US 8,Color,Multi,,,114972-1133110,,,900
barrett-mini-dress-multi-floral,Barrett Mini Dress Multi Floral,Size,US 10,Color,Multi,,,114972-1133111,,,900
barrett-mini-dress-multi-floral,Barrett Mini Dress Multi Floral,Size,US 12,Color,Multi,,,114972-1133112,,,900
barrett-mini-dress-multi-floral-eco,Barrett Mini Dress Multi Floral,Size,US 0,Color,Multi,,,127314-1204748,,,900
barrett-mini-dress-multi-floral-eco,Barrett Mini Dress Multi Floral,Size,US 2,Color,Multi,,,127314-1204749,,,900
barrett-mini-dress-multi-floral-eco,Barrett Mini Dress Multi Floral,Size,US 4,Color,Multi,,,127314-1204750,,,900
barrett-mini-dress-multi-floral-eco,Barrett Mini Dress Multi Floral,Size,US 6,Color,Multi,,,127314-1204751,,,900
barrett-mini-dress-multi-floral-eco,Barrett Mini Dress Multi Floral,Size,US 8,Color,Multi,,,127314-1204752,,,900
barrett-mini-dress-multi-floral-eco,Barrett Mini Dress Multi Floral,Size,US 10,Color,Multi,,,127314-1204753,,,900
barrett-mini-dress-multi-floral-eco,Barrett Mini Dress Multi Floral,Size,US 12,Color,Multi,,,127314-1204754,,,900
barrett-mini-dress-multi-floral-petite-eco,Barrett Mini Dress Multi Floral Petite,Size,US 0,Color,Multi,,,127315-1204755,,,900
barrett-mini-dress-multi-floral-petite-eco,Barrett Mini Dress Multi Floral Petite,Size,US 2,Color,Multi,,,127315-1204756,,,900
barrett-mini-dress-multi-floral-petite-eco,Barrett Mini Dress Multi Floral Petite,Size,US 4,Color,Multi,,,127315-1204757,,,900
barrett-mini-dress-multi-floral-petite-eco,Barrett Mini Dress Multi Floral Petite,Size,US 6,Color,Multi,,,127315-1204758,,,900
barrett-mini-dress-multi-floral-petite-eco,Barrett Mini Dress Multi Floral Petite,Size,US 8,Color,Multi,,,127315-1204759,,,900
barrett-mini-dress-multi-floral-petite-eco,Barrett Mini Dress Multi Floral Petite,Size,US 10,Color,Multi,,,127315-1204760,,,900
barrett-mini-dress-multi-floral-petite-eco,Barrett Mini Dress Multi Floral Petite,Size,US 12,Color,Multi,,,127315-1204761,,,900
barrett-mini-dress-white,Barrett Mini Dress White,Size,US 0,Color,White,,,116770-1142452,,,900
barrett-mini-dress-white,Barrett Mini Dress White,Size,US 2,Color,White,,,116770-1142453,,,900
barrett-mini-dress-white,Barrett Mini Dress White,Size,US 4,Color,White,,,116770-1142454,,,900
barrett-mini-dress-white,Barrett Mini Dress White,Size,US 6,Color,White,,,116770-1142455,,,900
barrett-mini-dress-white,Barrett Mini Dress White,Size,US 8,Color,White,,,116770-1142456,,,900
barrett-mini-dress-white,Barrett Mini Dress White,Size,US 10,Color,White,,,116770-1142457,,,900
barrett-mini-dress-white,Barrett Mini Dress White,Size,US 12,Color,White,,,116770-1142458,,,900
baseline-halter-rib-mini-dress-black-white,Baseline Halter Rib Mini Dress Black / White,Size,US 0,Color,Black / White,,,148019-1329712,,,900
baseline-halter-rib-mini-dress-black-white,Baseline Halter Rib Mini Dress Black / White,Size,US 2,Color,Black / White,,,148019-1329713,,,900
baseline-halter-rib-mini-dress-black-white,Baseline Halter Rib Mini Dress Black / White,Size,US 4,Color,Black / White,,,148019-1329714,,,900
baseline-halter-rib-mini-dress-black-white,Baseline Halter Rib Mini Dress Black / White,Size,US 6,Color,Black / White,,,148019-1329715,,,900
baseline-halter-rib-mini-dress-black-white,Baseline Halter Rib Mini Dress Black / White,Size,US 8,Color,Black / White,,,148019-1329716,,,900
baseline-halter-rib-mini-dress-black-white,Baseline Halter Rib Mini Dress Black / White,Size,US 10,Color,Black / White,,,148019-1329717,,,900
baseline-halter-rib-mini-dress-black-white,Baseline Halter Rib Mini Dress Black / White,Size,US 12,Color,Black / White,,,148019-1329718,,,900
baseline-halter-rib-mini-dress-blue-brown,Baseline Halter Rib Mini Dress Blue / Brown,Size,US 0,Color,Blue / Brown,,,147827-1328507,,,900
baseline-halter-rib-mini-dress-blue-brown,Baseline Halter Rib Mini Dress Blue / Brown,Size,US 2,Color,Blue / Brown,,,147827-1328508,,,900
baseline-halter-rib-mini-dress-blue-brown,Baseline Halter Rib Mini Dress Blue / Brown,Size,US 4,Color,Blue / Brown,,,147827-1328509,,,900
baseline-halter-rib-mini-dress-blue-brown,Baseline Halter Rib Mini Dress Blue / Brown,Size,US 6,Color,Blue / Brown,,,147827-1328510,,,900
baseline-halter-rib-mini-dress-blue-brown,Baseline Halter Rib Mini Dress Blue / Brown,Size,US 8,Color,Blue / Brown,,,147827-1328511,,,900
baseline-halter-rib-mini-dress-blue-brown,Baseline Halter Rib Mini Dress Blue / Brown,Size,US 10,Color,Blue / Brown,,,147827-1328512,,,900
baseline-halter-rib-mini-dress-blue-brown,Baseline Halter Rib Mini Dress Blue / Brown,Size,US 12,Color,Blue / Brown,,,147827-1328513,,,900
baseline-halter-rib-mini-dress-red,Karoly Halter Rib Mini Dress Red,Size,US 0,Color,Red,,,147022-1323592,,,900
baseline-halter-rib-mini-dress-red,Karoly Halter Rib Mini Dress Red,Size,US 2,Color,Red,,,147022-1323593,,,900
baseline-halter-rib-mini-dress-red,Karoly Halter Rib Mini Dress Red,Size,US 4,Color,Red,,,147022-1323594,,,900
baseline-halter-rib-mini-dress-red,Karoly Halter Rib Mini Dress Red,Size,US 6,Color,Red,,,147022-1323595,,,900
baseline-halter-rib-mini-dress-red,Karoly Halter Rib Mini Dress Red,Size,US 8,Color,Red,,,147022-1323596,,,900
baseline-halter-rib-mini-dress-red,Karoly Halter Rib Mini Dress Red,Size,US 10,Color,Red,,,147022-1323597,,,900
baseline-halter-rib-mini-dress-red,Karoly Halter Rib Mini Dress Red,Size,US 12,Color,Red,,,147022-1323598,,,900
baseline-rib-halter-mini-dress-black,Baseline Rib Halter Mini Dress Black,Size,US 0,Color,Black,,,156207-1383396,,,900
baseline-rib-halter-mini-dress-black,Baseline Rib Halter Mini Dress Black,Size,US 2,Color,Black,,,156207-1383397,,,900
baseline-rib-halter-mini-dress-black,Baseline Rib Halter Mini Dress Black,Size,US 4,Color,Black,,,156207-1383398,,,900
baseline-rib-halter-mini-dress-black,Baseline Rib Halter Mini Dress Black,Size,US 6,Color,Black,,,156207-1383399,,,900
baseline-rib-halter-mini-dress-black,Baseline Rib Halter Mini Dress Black,Size,US 8,Color,Black,,,156207-1383400,,,900
baseline-rib-halter-mini-dress-black,Baseline Rib Halter Mini Dress Black,Size,US 10,Color,Black,,,156207-1383401,,,900
baseline-rib-halter-mini-dress-black,Baseline Rib Halter Mini Dress Black,Size,US 12,Color,Black,,,156207-1383402,,,900
baseline-rib-halter-mini-dress-cherry-lacquer,Baseline Rib Halter Mini Dress Cherry Lacquer,Size,US 0,Color,Cherry Lacquer,,,156206-1383389,,,900
baseline-rib-halter-mini-dress-cherry-lacquer,Baseline Rib Halter Mini Dress Cherry Lacquer,Size,US 2,Color,Cherry Lacquer,,,156206-1383390,,,900
baseline-rib-halter-mini-dress-cherry-lacquer,Baseline Rib Halter Mini Dress Cherry Lacquer,Size,US 4,Color,Cherry Lacquer,,,156206-1383391,,,900
baseline-rib-halter-mini-dress-cherry-lacquer,Baseline Rib Halter Mini Dress Cherry Lacquer,Size,US 6,Color,Cherry Lacquer,,,156206-1383392,,,900
baseline-rib-halter-mini-dress-cherry-lacquer,Baseline Rib Halter Mini Dress Cherry Lacquer,Size,US 8,Color,Cherry Lacquer,,,156206-1383393,,,900
